REGION,YEAR,Month,Rainfall,Temperature,Month_Num,Time,Rainfall_lag_1,Rainfall_lag_2,Rainfall_lag_3,Rainfall_lag_12,Temperature_lag_1,Temperature_lag_2,Temperature_lag_3,Temperature_lag_12
Central,1990,JAN,0.0,23.057666666666663,1,0,,,,,,,,
Central,1990,FEB,0.0,22.018,2,1,0.0,,,,23.057666666666663,,,
Central,1990,MAR,0.0,25.14477777777778,3,2,0.0,0.0,,,22.018,23.057666666666663,,
Central,1990,APR,0.0,30.844666666666665,4,3,0.0,0.0,0.0,,25.14477777777778,22.018,23.057666666666663,
Central,1990,MAY,0.002,33.96022222222222,5,4,0.0,0.0,0.0,,30.844666666666665,25.14477777777778,22.018,
Central,1990,JUN,0.0266666666666666,33.907000000000004,6,5,0.002,0.0,0.0,,33.96022222222222,30.844666666666665,25.14477777777778,
Central,1990,JUL,1.3873333333333333,32.037444444444446,7,6,0.0266666666666666,0.002,0.0,,33.907000000000004,33.96022222222222,30.844666666666665,
Central,1990,AUG,0.4293333333333333,32.39511111111111,8,7,1.3873333333333333,0.0266666666666666,0.002,,32.037444444444446,33.907000000000004,33.96022222222222,
Central,1990,SEP,0.44,32.977666666666664,9,8,0.4293333333333333,1.3873333333333333,0.0266666666666666,,32.39511111111111,32.037444444444446,33.907000000000004,
Central,1990,OCT,0.3869999999999999,32.43644444444444,10,9,0.44,0.4293333333333333,1.3873333333333333,,32.977666666666664,32.39511111111111,32.037444444444446,
Central,1990,NOV,0.0,29.21033333333333,11,10,0.3869999999999999,0.44,0.4293333333333333,,32.43644444444444,32.977666666666664,32.39511111111111,
Central,1990,DEC,0.0,27.665444444444443,12,11,0.0,0.3869999999999999,0.44,,29.21033333333333,32.43644444444444,32.977666666666664,
Central,1991,JAN,0.0,22.685222222222222,1,12,0.0,0.0,0.3869999999999999,0.0,27.665444444444443,29.21033333333333,32.43644444444444,23.057666666666663
Central,1991,FEB,0.0,24.895333333333333,2,13,0.0,0.0,0.0,0.0,22.685222222222222,27.665444444444443,29.21033333333333,22.018
Central,1991,MAR,0.0,27.80888888888889,3,14,0.0,0.0,0.0,0.0,24.895333333333333,22.685222222222222,27.665444444444443,25.14477777777778
Central,1991,APR,0.0473333333333333,33.13755555555556,4,15,0.0,0.0,0.0,0.0,27.80888888888889,24.895333333333333,22.685222222222222,30.844666666666665
Central,1991,MAY,0.216,35.484,5,16,0.0473333333333333,0.0,0.0,0.002,33.13755555555556,27.80888888888889,24.895333333333333,33.96022222222222
Central,1991,JUN,0.0366666666666666,34.458777777777776,6,17,0.216,0.0473333333333333,0.0,0.0266666666666666,35.484,33.13755555555556,27.80888888888889,33.907000000000004
Central,1991,JUL,0.7133333333333333,32.99122222222222,7,18,0.0366666666666666,0.216,0.0473333333333333,1.3873333333333333,34.458777777777776,35.484,33.13755555555556,32.037444444444446
Central,1991,AUG,1.0873333333333333,31.91133333333333,8,19,0.7133333333333333,0.0366666666666666,0.216,0.4293333333333333,32.99122222222222,34.458777777777776,35.484,32.39511111111111
Central,1991,SEP,0.2023333333333333,33.06055555555555,9,20,1.0873333333333333,0.7133333333333333,0.0366666666666666,0.44,31.91133333333333,32.99122222222222,34.458777777777776,32.977666666666664
Central,1991,OCT,0.1673333333333333,32.26977777777778,10,21,0.2023333333333333,1.0873333333333333,0.7133333333333333,0.3869999999999999,33.06055555555555,31.91133333333333,32.99122222222222,32.43644444444444
Central,1991,NOV,0.0023333333333333,27.483222222222224,11,22,0.1673333333333333,0.2023333333333333,1.0873333333333333,0.0,32.26977777777778,33.06055555555555,31.91133333333333,29.21033333333333
Central,1991,DEC,0.0,22.874888888888886,12,23,0.0023333333333333,0.1673333333333333,0.2023333333333333,0.0,27.483222222222224,32.26977777777778,33.06055555555555,27.665444444444443
